"OBJECTTYPE"	"PROPERTY"	"LISTDISPNAME"	"LANG"	"DISPNAME"	"VALUE"	"DEPON"	"DEPVALUE"
"CRBookDetails"	"Mechanical"	"Mechanicals"	"en_US"	"GOOD"	"GOOD"	""	""
"CRBookDetails"	"Mechanical"	"Mechanicals"	"en_US"	"FAIR"	"FAIR"	""	""
"CRBookDetails"	"Mechanical"	"Mechanicals"	"en_US"	"NEED ATTENTION"	"NEED ATTENTION"	""	""
"CRBookDetails"	"Mechanical"	"Mechanicals"	"en_US"	"POOR"	"POOR"	""	""
"CRBookDetails"	"Body"	"Bodys"	"en_US"	"GOOD"	"GOOD"	""	""
"CRBookDetails"	"Body"	"Bodys"	"en_US"	"FAIR"	"FAIR"	""	""
"CRBookDetails"	"Body"	"Bodys"	"en_US"	"NEED ATTENTION"	"NEED ATTENTION"	""	""
"CRBookDetails"	"Body"	"Bodys"	"en_US"	"POOR"	"POOR"	""	""
"CRBookDetails"	"CoachOrBodyWork"	"CoachOrBodyWorks"	"en_US"	"GOOD"	"GOOD"	""	""
"CRBookDetails"	"CoachOrBodyWork"	"CoachOrBodyWorks"	"en_US"	"FAIR"	"FAIR"	""	""
"CRBookDetails"	"CoachOrBodyWork"	"CoachOrBodyWorks"	"en_US"	"NEED ATTENTION"	"NEED ATTENTION"	""	""
"CRBookDetails"	"CoachOrBodyWork"	"CoachOrBodyWorks"	"en_US"	"POOR"	"POOR"	""	""
"CRBookDetails"	"InternalTrim"	"InternalTrims"	"en_US"	"LEATHER"	"LEATHER"	""	""
"CRBookDetails"	"InternalTrim"	"InternalTrims"	"en_US"	"VINYL"	"VINYL"	""	""
"CRBookDetails"	"InternalTrim"	"InternalTrims"	"en_US"	"FABRIC"	"FABRIC"	""	""
"CRBookDetails"	"PowerShutters"	"PowerShutter"	"en_US"	"FUNCTIONING"	"FUNCTIONING"	""	""
"CRBookDetails"	"PowerShutters"	"PowerShutter"	"en_US"	"NOT FUNCTIONING"	"NOT FUNCTIONING"	""	""
"CRBookDetails"	"PowerShutters"	"PowerShutter"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"PowerMirrors"	"PowerMirror"	"en_US"	"FUNCTIONING"	"FUNCTIONING"	""	""
"CRBookDetails"	"PowerMirrors"	"PowerMirror"	"en_US"	"NOT FUNCTIONING"	"NOT FUNCTIONING"	""	""
"CRBookDetails"	"PowerMirrors"	"PowerMirror"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"AirConditioner"	"AirConditionerS"	"en_US"	"FUNCTIONING"	"FUNCTIONING"	""	""
"CRBookDetails"	"AirConditioner"	"AirConditionerS"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"Doors"	"Door"	"en_US"	"AVAILABLE"	"AVAILABLE"	""	""
"CRBookDetails"	"Doors"	"Door"	"en_US"	"NOT AVAILABLE"	"NOT AVAILABLE"	""	""
"CRBookDetails"	"RoofType"	"RoofTypeS"	"en_US"	"HIGH ROOF"	"HIGH ROOF"	""	""
"CRBookDetails"	"RoofType"	"RoofTypeS"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"RoofType"	"RoofTypeS"	"en_US"	"STANDARD"	"STANDARD"	""	""
"CRBookDetails"	"BodyType"	"BodyTypeS"	"en_US"	"RIBBED"	"RIBBED"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"MONARAGALA"	"22.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"RATNAPURA"	"23.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"KEGALLE"	"24.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"KILINOCHCHI"	"25.0"	""	""
"CRBookDetails"	"BodyType"	"BodyTypeS"	"en_US"	"WOOD"	"WOOD"	""	""
"CRBookDetails"	"BodyType"	"BodyTypeS"	"en_US"	"TENT"	"TENT"	""	""
"CRBookDetails"	"BodyType"	"BodyTypeS"	"en_US"	"CLOSED"	"CLOSED"	""	""
"CRBookDetails"	"BodyType"	"BodyTypeS"	"en_US"	"METAL"	"METAL"	""	""
"CRBookDetails"	"Grade"	"Grades"	"en_US"	"A"	"A"	""	""
"CRBookDetails"	"Grade"	"Grades"	"en_US"	"B"	"B"	""	""
"CRBookDetails"	"Grade"	"Grades"	"en_US"	"C"	"C"	""	""
"CRBookDetails"	"Grade"	"Grades"	"en_US"	"D"	"D"	""	""
"CRBookDetails"	"Grade"	"Grades"	"en_US"	"E"	"E"	""	""
"CRBookDetails"	"SelfStarter"	"SelfStarters"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"FootBrakesCondition"	"FootBrakesConditions"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"AirConditioner"	"AirConditionerS"	"en_US"	"NOT FUNCTIONING"	"NOT FUNCTIONING"	""	""
"CRBookDetails"	"EquipmentType"	"EquipmentTypes"	"en_US"	"2-Wheel Hand Tractors"	"221"	""	""
"CRBookDetails"	"EquipmentType"	"EquipmentTypes"	"en_US"	"4-Wheel Tractors"	"217"	""	""
"CRBookDetails"	"EquipmentType"	"EquipmentTypes"	"en_US"	"Ambulance"	"1939"	""	""
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTRD"	"en_US"	"IMPORT"	"IMP"	"SectorCode"	"TRD"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTRD"	"en_US"	"HIRING"	"HIR"	"SectorCode"	"TRD"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTRD"	"en_US"	"WHOLESALE RETAIL"	"WHR"	"SectorCode"	"TRD"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTRN"	"en_US"	"PRIVATE USE"	"PVT"	"SectorCode"	"TRN"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTRN"	"en_US"	"PASSENGER"	"PAS"	"SectorCode"	"TRN"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTRN"	"en_US"	"GOODS"	"GOO"	"SectorCode"	"TRN"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTRN"	"en_US"	"OTHER TRANSPROT"	"OTH"	"SectorCode"	"TRN"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTRN"	"en_US"	"HIRING"	"HIR"	"SectorCode"	"TRN"
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"COLOMBO"	"1.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"GAMPAHA"	"2.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"KALUTARA"	"3.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"KANDY"	"4.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"MATALE"	"5.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"NUWARA ELIYA"	"6.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"GALLE"	"7.0"	""	""
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesCON"	"en_US"	"HIRING"	"HIR"	"SectorCode"	"CON"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesFIS"	"en_US"	"FRESH WATER"	"A02"	"SectorCode"	"FIS"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesFIS"	"en_US"	"SALT WATER"	"A03"	"SectorCode"	"FIS"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesFIS"	"en_US"	"ORNAMENTAL"	"A01"	"SectorCode"	"FIS"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesIND"	"en_US"	"OTHER"	"OTH"	"SectorCode"	"IND"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesIND"	"en_US"	"HIRING"	"HIR"	"SectorCode"	"IND"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesIND"	"en_US"	"MANUFACTURING"	"MAN"	"SectorCode"	"IND"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesIND"	"en_US"	"WORK SHOP"	"D01"	"SectorCode"	"IND"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesIND"	"en_US"	"RESTAURENT"	"D02"	"SectorCode"	"IND"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesIND"	"en_US"	"PROCESSING"	"PRO"	"SectorCode"	"IND"
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"MATARA"	"8.0"	""	""
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesIND"	"en_US"	"GARMENTS"	"GAR"	"SectorCode"	"IND"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesIND"	"en_US"	"ASSEMBLING"	"ASS"	"SectorCode"	"IND"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesIND"	"en_US"	"PRIVATE USE"	"PVT"	"SectorCode"	"IND"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesLSK"	"en_US"	"PRIVATE USE"	"PVT"	"SectorCode"	"LSK"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesLSK"	"en_US"	"Dairy"	"LS2"	"SectorCode"	"LSK"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesLSK"	"en_US"	"Poultry"	"LS1"	"SectorCode"	"LSK"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesLSK"	"en_US"	"Goats"	"LS3"	"SectorCode"	"LSK"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesLSK"	"en_US"	"Other"	"LS4"	"SectorCode"	"LSK"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesLSK"	"en_US"	"HIRING"	"HIR"	"SectorCode"	"LSK"
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"HAMBANTOTA"	"9.0"	""	""
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesOTH"	"en_US"	"PRIVATE USE"	"PVT"	"SectorCode"	"OTH"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesOTH"	"en_US"	"OTHER"	"OTH"	"SectorCode"	"OTH"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesOTH"	"en_US"	"HIRING"	"HIR"	"SectorCode"	"OTH"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesSER"	"en_US"	"PROFESSIONAL"	"PRF"	"SectorCode"	"SER"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesSER"	"en_US"	"HIRING"	"HIR"	"SectorCode"	"SER"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesSER"	"en_US"	"COMMUNICATION"	"E01"	"SectorCode"	"SER"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesSER"	"en_US"	"PRIVATE USE"	"PVT"	"SectorCode"	"SER"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesSER"	"en_US"	"OTHER SERVICE SECTOR"	"OTH"	"SectorCode"	"SER"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTOU"	"en_US"	"PRIVATE USE"	"PVT"	"SectorCode"	"TOU"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTOU"	"en_US"	"HIRING"	"HIR"	"SectorCode"	"TOU"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTOU"	"en_US"	"HOTELIERS"	"HOT"	"SectorCode"	"TOU"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTOU"	"en_US"	"OTHER TOURISM"	"OTH"	"SectorCode"	"TOU"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTRD"	"en_US"	"EXPORT"	"EXP"	"SectorCode"	"TRD"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTRD"	"en_US"	"OTHER TRADE"	"OTH"	"SectorCode"	"TRD"
"CFProcess.Workflow.Justification"	"SubSectorCode"	"SubSectorCodesTRD"	"en_US"	"PRIVATE USE"	"PVT"	"SectorCode"	"TRD"
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"JAFFNA"	"10.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"MANNAR"	"11.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"VAVUNIA"	"12.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"MULATIVE"	"13.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"BATTICALOA"	"14.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"AMPARA"	"15.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"TRINCOMALEE"	"16.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"KURUNEGALA"	"17.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"PUTTLAM"	"18.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"ANURADAPURA"	"19.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"POLONNARUWA"	"20.0"	""	""
"CFProcess.Workflow.Justification"	"DistrictCode"	"DistrictCodes"	"en_US"	"BADULLA"	"21.0"	""	""
"Partnership"	"CRIBClearance"	"CRIBClearances"	"en_US"	"Y"	"Y"	""	""
"LimitedLiabilityCompany"	"CRIBClearance"	"CRIBClearances"	"en_US"	"Y"	"Y"	""	""
"SoleProprietors"	"CRIBClearance"	"CRIBClearances"	"en_US"	"N"	"N"	""	""
"Partnership"	"CRIBClearance"	"CRIBClearances"	"en_US"	"N"	"N"	""	""
"SoleProprietors"	"PreviouslyRejected"	"PreviouslyRejecteds"	"en_US"	"Y"	"Y"	""	""
"Partnership"	"PreviouslyRejected"	"PreviouslyRejecteds"	"en_US"	"Y"	"Y"	""	""
"LimitedLiabilityCompany"	"PreviouslyRejected"	"PreviouslyRejecteds"	"en_US"	"Y"	"Y"	""	""
"SoleProprietors"	"PreviouslyRejected"	"PreviouslyRejecteds"	"en_US"	"N"	"N"	""	""
"Partnership"	"PreviouslyRejected"	"PreviouslyRejecteds"	"en_US"	"N"	"N"	""	""
"LimitedLiabilityCompany"	"PreviouslyRejected"	"PreviouslyRejecteds"	"en_US"	"N"	"N"	""	""
"Partnership"	"BlackListClearance"	"BlackListClearances"	"en_US"	"Y"	"Y"	""	""
"Partnership"	"BlackListClearance"	"BlackListClearances"	"en_US"	"N"	"N"	""	""
"CFProcess.Workflow.Justification"	"Product"	"Products"	"en_US"	"NON CONSUMER"	"NON CONSUMER"	""	""
"CFProcess.Workflow.Justification"	"Product"	"Products"	"en_US"	"CONSUMER"	"CONSUMER"	""	""
"CFProcess.Workflow.Justification"	"Product"	"Products"	"en_US"	"LEASE PERCHESES"	"LEASE PERCHESES"	""	""
"CFProcess.Workflow.Justification"	"Product"	"Products"	"en_US"	"LEASE FINANCE"	"LEASE FINANCE"	""	""
"CFProcess.Workflow.Justification"	"Product"	"Products"	"en_US"	"HP"	"HP"	""	""
"CFProcess.Workflow.Justification"	"Product"	"Products"	"en_US"	"LEASE PLUS"	"LEASE PLUS"	""	""
"CFProcess.Workflow.Justification"	"Product"	"Products"	"en_US"	"MICRO FINANCE"	"MICRO FINANCE"	""	""
"CFProcess.Workflow.Justification"	"ProductSubType"	"ProductSubTypes"	"en_US"	"NEW CONTRACT"	"NEW CONTRACT"	""	""
"CFProcess.Workflow.Justification"	"ProductSubType"	"ProductSubTypes"	"en_US"	"RESCHEDULEMENT"	"RESCHEDULEMENT"	""	""
"CFProcess.Workflow.Justification"	"ProductSubType"	"ProductSubTypes"	"en_US"	"TRANSFER"	"TRANSFER"	""	""
"CFProcess.Workflow.Justification"	"ProductSubType"	"ProductSubTypes"	"en_US"	"SUB LOAN"	"SUB LOAN"	""	""
"CFProcess.Workflow.Justification"	"ProductSubType"	"ProductSubTypes"	"en_US"	"LOAN"	"LOAN"	""	""
"CFProcess.Workflow.Justification"	"LeaseType"	"LeaseTypes"	"en_US"	"Normal"	"NM"	""	""
"CFProcess.Workflow.Justification"	"LeaseType"	"LeaseTypes"	"en_US"	"Step-up"	"ST"	""	""
"CFProcess.Workflow.Justification"	"RepayType"	"RePayTypes"	"en_US"	"Weekly"	"W"	""	""
"CFProcess.Workflow.Justification"	"RepayType"	"RePayTypes"	"en_US"	"Biweekly"	"B"	""	""
"CFProcess.Workflow.Justification"	"RepayType"	"RePayTypes"	"en_US"	"Monthly"	"M"	""	""
"CFProcess.Workflow.Justification"	"RepayType"	"RePayTypes"	"en_US"	"Daily"	"D"	""	""
"CFProcess.Workflow.Justification"	"PaymentType"	"PaymentTypes"	"en_US"	"Begin of Month"	"Begin of Month"	""	""
"CFProcess.Workflow.Justification"	"PaymentType"	"PaymentTypes"	"en_US"	"End of Month"	"End of Month"	""	""
"CFProcess.Workflow.Justification"	"CommissionTypes"	"CommissionType"	"en_US"	"0.01"	"0.01"	""	""
"CFProcess.Workflow.Justification"	"CommissionTypes"	"CommissionType"	"en_US"	"0.015"	"0.015"	""	""
"CFProcess.Workflow.Justification"	"CommissionTypes"	"CommissionType"	"en_US"	"0.02"	"0.02"	""	""
"CFProcess.Workflow.Justification"	"CommissionTypes"	"CommissionType"	"en_US"	"Manual"	"Manual"	""	""
"CFProcess.Workflow.Justification"	"Origin"	"Origins"	"en_US"	"Branch"	"Branch"	""	""
"CFProcess.Workflow.Justification"	"Origin"	"Origins"	"en_US"	"Mobile"	"Mobile"	""	""
"CRBookDetails"	"FuelType"	"FuelTypes"	"en_US"	"PETROL"	"PETROL"	""	""
"CRBookDetails"	"FuelType"	"FuelTypes"	"en_US"	"DIESEL"	"DIESEL"	""	""
"CRBookDetails"	"JustLow"	"JustLows"	"en_US"	"YES"	"YES"	""	""
"CRBookDetails"	"JustLow"	"JustLows"	"en_US"	"NO"	"NO"	""	""
"CRBookDetails"	"X4WheelDrive"	"X4WheelDrives"	"en_US"	"YES"	"YES"	""	""
"CRBookDetails"	"X4WheelDrive"	"X4WheelDrives"	"en_US"	"NO"	"NO"	""	""
"CRBookDetails"	"Paint"	"Paints"	"en_US"	"YES"	"YES"	""	""
"CRBookDetails"	"Paint"	"Paints"	"en_US"	"NO"	"NO"	""	""
"CRBookDetails"	"GearBox"	"GearBoxes"	"en_US"	"MANUAL"	"MANUAL"	""	""
"CRBookDetails"	"GearBox"	"GearBoxes"	"en_US"	"DUAL MODE"	"DUAL MODE"	""	""
"CRBookDetails"	"GearBox"	"GearBoxes"	"en_US"	"AUTOMATIC"	"AUTOMATIC"	""	""
"CRBookDetails"	"GearBox"	"GearBoxes"	"en_US"	"TRIPTONIC"	"TRIPTONIC"	""	""
"CRBookDetails"	"GearBox"	"GearBoxes"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"GearCondition"	"GearConditions"	"en_US"	"GOOD"	"GOOD"	""	""
"CRBookDetails"	"GearCondition"	"GearConditions"	"en_US"	"FAIR"	"FAIR"	""	""
"CRBookDetails"	"GearCondition"	"GearConditions"	"en_US"	"SERVICEABLE"	"SERVICEABLE"	""	""
"CRBookDetails"	"GearCondition"	"GearConditions"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"GearCondition"	"GearConditions"	"en_US"	"NEED ATTENTION"	"NEED ATTENTION"	""	""
"CRBookDetails"	"GearCondition"	"GearConditions"	"en_US"	"POOR"	"POOR"	""	""
"CRBookDetails"	"Clutch"	"Clutches"	"en_US"	"APPLICABLE"	"APPLICABLE"	""	""
"CRBookDetails"	"Clutch"	"Clutches"	"en_US"	"NOT APPLICABLE"	"NOT APPLICABLE"	""	""
"CRBookDetails"	"Condition"	"ClutchConditions"	"en_US"	"FUNCTIONING"	"FUNCTIONING"	""	""
"CRBookDetails"	"Condition"	"ClutchConditions"	"en_US"	"NOT FUNCTIONING"	"NOT FUNCTIONING"	""	""
"CRBookDetails"	"Condition"	"ClutchConditions"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"Condition"	"ClutchConditions"	"en_US"	"SERVICEABLE"	"SERVICEABLE"	""	""
"CRBookDetails"	"ShaftingCondition"	"ShaftingConditions"	"en_US"	"FUNCTIONING"	"FUNCTIONING"	""	""
"CRBookDetails"	"ShaftingCondition"	"ShaftingConditions"	"en_US"	"NOT FUNCTIONING"	"NOT FUNCTIONING"	""	""
"CRBookDetails"	"ShaftingCondition"	"ShaftingConditions"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"ShaftingCondition"	"ShaftingConditions"	"en_US"	"SERVICEABLE"	"SERVICEABLE"	""	""
"CRBookDetails"	"DifferentialCondition"	"DifferentialConditions"	"en_US"	"FUNCTIONING"	"FUNCTIONING"	""	""
"CRBookDetails"	"DifferentialCondition"	"DifferentialConditions"	"en_US"	"NOT FUNCTIONING"	"NOT FUNCTIONING"	""	""
"CRBookDetails"	"DifferentialCondition"	"DifferentialConditions"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"DifferentialCondition"	"DifferentialConditions"	"en_US"	"SERVICEABLE"	"SERVICEABLE"	""	""
"CRBookDetails"	"GearSelection"	"GearSelections"	"en_US"	"SERVICEABLE"	"SERVICEABLE"	""	""
"CRBookDetails"	"GearSelection"	"GearSelections"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"GearSelection"	"GearSelections"	"en_US"	"WORN"	"WORN"	""	""
"CRBookDetails"	"GearSelection"	"GearSelections"	"en_US"	"POOR"	"POOR"	""	""
"CRBookDetails"	"Front"	"Fronts"	"en_US"	"TELESCOPIC"	"TELESCOPIC"	""	""
"CRBookDetails"	"Front"	"Fronts"	"en_US"	"AIR"	"AIR"	""	""
"CRBookDetails"	"Front"	"Fronts"	"en_US"	"IND.SUSPENSION"	"IND.SUSPENSION"	""	""
"CRBookDetails"	"Front"	"Fronts"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"Front"	"Fronts"	"en_US"	"LEAF SPRINGS"	"LEAF SPRINGS"	""	""
"CRBookDetails"	"SuspensionCondition"	"FrontConditions"	"en_US"	"FAIR"	"FAIR"	""	""
"CRBookDetails"	"SuspensionCondition"	"FrontConditions"	"en_US"	"SERVICEABLE"	"SERVICEABLE"	""	""
"CRBookDetails"	"SuspensionCondition"	"FrontConditions"	"en_US"	"N/A"	"N/A"	""	""
"BankStatements"	"TypeOfAccount"	"TypeOfAccounts"	"en_US"	"Savings"	"Savings"	""	""
"BankStatements"	"TypeOfAccount"	"TypeOfAccounts"	"en_US"	"Current"	"Current"	""	""
"BankStatements"	"TypeOfAccount"	"TypeOfAccounts"	"en_US"	"NRFC"	"NRFC"	""	""
"BankStatements"	"BankAccountStatus"	"BankAccountStatuses"	"en_US"	"Very Good"	"Very Good"	""	""
"BankStatements"	"BankAccountStatus"	"BankAccountStatuses"	"en_US"	"Good"	"Good"	""	""
"BankStatements"	"BankAccountStatus"	"BankAccountStatuses"	"en_US"	"Poor"	"Poor"	""	""
"CFProcess.Workflow.InitialPayments"	"ServiceChargesDeductable"	"ServiceChargeses"	"en_US"	"Y"	"Y"	""	""
"CFProcess.Workflow.InitialPayments"	"ServiceChargesDeductable"	"ServiceChargeses"	"en_US"	"N"	"N"	""	""
"CFProcess.Workflow.InitialPayments"	"TransportChargesDeductable"	"TransportChargeses"	"en_US"	"Y"	"Y"	""	""
"CFProcess.Workflow.InitialPayments"	"TransportChargesDeductable"	"TransportChargeses"	"en_US"	"N"	"N"	""	""
"InvestigationDetails"	"InvestigationReport"	"InvestigationReports"	"en_US"	"Very Good"	"Very Good"	""	""
"CRBookDetails"	"SuspensionCondition"	"FrontConditions"	"en_US"	"NEED ATTENTION"	"NEED ATTENTION"	""	""
"CRBookDetails"	"SuspensionCondition"	"FrontConditions"	"en_US"	"POOR"	"POOR"	""	""
"CRBookDetails"	"RearSuspension"	"RearSuspensions"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"RearSuspension"	"RearSuspensions"	"en_US"	"AIR"	"AIR"	""	""
"CRBookDetails"	"RearSuspension"	"RearSuspensions"	"en_US"	"LEAF SPRINGS OVER SLUNG"	"LEAF SPRINGS OVER SLUNG"	""	""
"CRBookDetails"	"RearSuspension"	"RearSuspensions"	"en_US"	"LEAF SPRINGS WITH HELPERS"	"LEAF SPRINGS WITH HELPERS"	""	""
"CRBookDetails"	"RearSuspension"	"RearSuspensions"	"en_US"	"COILS"	"COILS"	""	""
"CRBookDetails"	"RearSuspension"	"RearSuspensions"	"en_US"	"LEAF SPRINGS UNDER SLUNG"	"LEAF SPRINGS UNDER SLUNG"	""	""
"CRBookDetails"	"RearSuspensionCondition"	"RearConditions"	"en_US"	"FAIR"	"FAIR"	""	""
"CRBookDetails"	"RearSuspensionCondition"	"RearConditions"	"en_US"	"SERVICEABLE"	"SERVICEABLE"	""	""
"CRBookDetails"	"RearSuspensionCondition"	"RearConditions"	"en_US"	"N/A"	"N/A"	""	""
"CRBookDetails"	"RearSuspensionCondition"	"RearConditions"	"en_US"	"NEED ATTENTION"	"NEED ATTENTION"	""	""
"CFProcess.Workflow.InitialPayments"	"VatOnServiceOrTRChargesDeductable"	"VatOnServiceOrTRChargeses"	"en_US"	"Y"	"Y"	""	""
"CFProcess.Workflow.InitialPayments"	"VatOnServiceOrTRChargesDeductable"	"VatOnServiceOrTRChargeses"	"en_US"	"N"	"N"	""	""
"CFProcess.Workflow.InitialPayments"	"RMVChargesDeductable"	"RMVChargeseDeductables"	"en_US"	"Y"	"Y"	""	""
"CFProcess.Workflow.InitialPayments"	"RMVChargesDeductable"	"RMVChargeseDeductables"	"en_US"	"N"	"N"	""	""
"CFProcess.Workflow.InitialPayments"	"ValuationFeeDeductable"	"ValuationFeeDeductables"	"en_US"	"Y"	"Y"	""	""
"CRBookDetails"	"EquipmentType"	"EquipmentTypes"	"en_US"	"Ashok Leyland Dost Mini trucks"	"1954"	""	""
"CRBookDetails"	"EquipmentType"	"EquipmentTypes"	"en_US"	"BOWSERS"	"209"	""	""
"CRBookDetails"	"EquipmentType"	"EquipmentTypes"	"en_US"	"BULDOZERS"	"207"	""	""
"CRBookDetails"	"EquipmentType"	"EquipmentTypes"	"en_US"	"Backhoe loaders"	"1942"	""	""
"CRBookDetails"	"EquipmentType"	"EquipmentTypes"	"en_US"	"CABS"	"1908"	""	""
"CRBookDetails"	"EquipmentType"	"EquipmentTypes"	"en_US"	"CENFIN TRACTORS"	"204"	""	""
"CRBookDetails"	"EquipmentType"	"EquipmentTypes"	"en_US"	"COACHES"	"203"	""	""
"CRBookDetails"	"EquipmentType"	"EquipmentTypes"	"en_US"	"COACHES WITH >=28 SEATS & PPT"	"211"	""	""
"CRBookDetails"	"EquipmentType"	"EquipmentTypes"	"en_US"	"CRANES"	"210"	""	""
