what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265954259750
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265954259812
opened,editor,org.eclipse.jpt.ui,2.2.1.v200909020220,"org.eclipse.jpt.ui.internal.editors.PersistenceEditor",1265954261718
activated,editor,org.eclipse.jpt.ui,2.2.1.v200909020220,"org.eclipse.jpt.ui.internal.editors.PersistenceEditor",1265954261968
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1265954266546
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265954266734
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265954266843
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265954277156
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265954278609
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1265954283906
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265954285437
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1265954286656
activated,editor,org.eclipse.jpt.ui,2.2.1.v200909020220,"org.eclipse.jpt.ui.internal.editors.PersistenceEditor",1265954287031
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265954291109
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1265954293171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265954295750
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265954312281
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.export",1265954312359
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.export",1265954312359
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265954314062
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265954324015
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265954328578
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1265954402671
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1265954407578
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265954409421
