what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.validation,1.2.102.v200905201610,"org.eclipse.wst.validation",1265869408046
started,bundle,org.eclipse.wst.web,1.1.301.v200909021400,"org.eclipse.wst.web",1265869408046
started,bundle,org.eclipse.wst.xml.core,1.1.401.v200908242115,"org.eclipse.wst.xml.core",1265869408140
started,bundle,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui",1265869408140
os,sysinfo,,,"win32",1265869408140
arch,sysinfo,,,"x86",1265869408140
ws,sysinfo,,,"win32",1265869408140
locale,sysinfo,,,"en_US",1265869408140
processors,sysinfo,,,"2",1265869408140
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1265869408140
java.runtime.version,sysinfo,,,"1.6.0_18-b07",1265869408140
java.specification.name,sysinfo,,,"Java Platform API Specification",1265869408140
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265869408140
java.specification.version,sysinfo,,,"1.6",1265869408140
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1265869408140
java.version,sysinfo,,,"1.6.0_18",1265869408140
java.vm.info,sysinfo,,,"mixed mode, sharing",1265869408140
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1265869408140
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1265869408140
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265869408140
java.vm.specification.version,sysinfo,,,"1.0",1265869408140
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1265869408140
java.vm.version,sysinfo,,,"16.0-b13",1265869408140
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1265869408171
started,bundle,org.cfeclipse.cfeclipsecall.plugin,1.1.0.201002010103,"org.cfeclipse.cfeclipsecall.plugin",1265869408765
