what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.core,3.0.0.v20080619-1900,org.eclipse.mylyn.context.core,1230704239807
started,bundle,org.eclipse.mylyn.context.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.context.ui,1230704239807
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.monitor.ui,1230704239807
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.tasks.ui,1230704239807
started,bundle,org.eclipse.mylyn.team.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.team.ui,1230704239807
started,bundle,org.eclipse.wst.common.frameworks,1.1.200.v200805140020,org.eclipse.wst.common.frameworks,1230704239807
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.3.v200809102124,org.eclipse.wst.common.project.facet.core,1230704239837
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1230704239837
started,bundle,org.eclipse.jst.jsf.core,1.1.102.v20080909,org.eclipse.jst.jsf.core,1230704240067
started,bundle,org.eclipse.jst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.jst.common.project.facet.core,1230704240538
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1230704240668
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1230704242240
started,bundle,org.eclipse.wst.sse.core,1.1.302.v200808260045,org.eclipse.wst.sse.core,1230704242881
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1230704379768
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1230704388530
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1230704388641
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1230704542462
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1230704545746
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1230704547479
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1230704649926
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1230704649966
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1230704650056
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1230704720718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1230704721299
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1230705576669
