what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.wsi.ui,1.0.500.v200901141851,"org.eclipse.wst.wsi.ui",1265869418546
started,bundle,org.eclipse.jst.j2ee.web,1.1.301.v200908270924,"org.eclipse.jst.j2ee.web",1265869418593
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.300.v200904230730,"org.eclipse.jst.j2ee.ejb",1265869418625
started,bundle,org.eclipse.jst.common.frameworks,1.1.300.v200904132230,"org.eclipse.jst.common.frameworks",1265869418718
started,bundle,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.ui",1265869418750
started,bundle,org.eclipse.wst.dtd.core,1.1.300.v200904181727,"org.eclipse.wst.dtd.core",1265869418781
started,bundle,org.eclipse.wst.wsdl.validation,1.1.401.v200902271605,"org.eclipse.wst.wsdl.validation",1265869418875
started,bundle,org.eclipse.wst.internet.cache,1.0.301.v200805140020,"org.eclipse.wst.internet.cache",1265869419593
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265869422531
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265869441656
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265869441859
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265869446312
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265869462609
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265869638421
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265869643421
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265869643453
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265869643500
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265870012671
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265870186703
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265870186734
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265870186796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265870475859
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265870536125
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265870536531
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265870537078
